city_name,property_type,sub_property_type,locality,sale_price_range,sale_average_price,sale_q_o_q,view_trends_link
New Delhi,Residential,Multistorey Apartment,Jasola,"10,893-20,966","15,930",16,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Jasola-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Kakrola,"12,716-18,287","15,501",14,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Kakrola-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Kalkaji,"14,328-22,231","18,279",41,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Kalkaji-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Karol Bagh,"21,762-31,548","26,655",11,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Karol-Bagh-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Kirti Nagar,"20,454-29,408","24,931",14,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Kirti-Nagar-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Krishna Nagar,"6,028-9,834","7,931",2,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Krishna-Nagar-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Loni Road,"5,010-8,140","6,575",6,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Loni-Road-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Mahavir Enclave,"4,437-7,834","6,136",-,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Mahavir-Enclave-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Main Chhatarpur Road,"3,904-6,876","5,390",6,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Main-Chhatarpur-Road-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Mandi Road,"3,895-6,740","5,318",7,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Mandi-Road-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Mayur Vihar,"11,437-19,005","15,221",-,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Mayur-Vihar-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Mayur Vihar 1,"12,713-19,553","16,133",14,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Mayur-Vihar-1-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Mehrauli,"3,816-6,575","5,196",10,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Mehrauli-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Mehrauli Badarpur Road,"3,915-7,141","5,528",-,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Mehrauli-Badarpur-Road-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Model Town,"10,208-17,361","13,784",6,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Model-Town-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Moti Nagar,"16,113-28,355","22,234",2,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Moti-Nagar-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Narela,"4,677-8,014","6,346",4,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Narela-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Nawada,"4,592-7,220","5,906",1,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Nawada-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,New Rohtak Road,"21,406-31,938","26,672",13,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-New-Rohtak-Road-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Okhla,"6,515-11,626","9,070",35,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Okhla-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Okhla Estate Marg,"14,097-22,808","18,453",40,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Okhla-Estate-Marg-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Paschim Vihar,"9,336-15,187","12,262",3,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Paschim-Vihar-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Patparganj,"11,453-17,979","14,716",6,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Patparganj-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Pitam Pura,"9,907-17,003","13,455",14,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Pitam-Pura-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Rohini,"10,428-17,771","14,100",14,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Rohini-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Saket,"13,543-22,205","17,874",12,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Saket-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sarita Vihar,"10,383-15,416","12,900",15,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sarita-Vihar-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 10 Dwarka,"13,233-17,712","15,473",8,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-10-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 11 Dwarka,"12,715-17,924","15,320",6,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-11-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 12 Dwarka,"13,087-17,808","15,447",6,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-12-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 13 Dwarka,"12,427-16,903","14,665",8,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-13-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 13 Rohini,"11,837-19,155","15,496",1,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-13-Rohini-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 14 Rohini,"12,661-19,306","15,984",9,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-14-Rohini-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 17 Dwarka,"10,952-18,805","14,878",22,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-17-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 18 Dwarka,"13,902-18,567","16,234",12,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-18-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 18A Dwarka,"13,874-18,099","15,987",9,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-18A-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 19 Dwarka,"12,848-18,109","15,478",9,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-19-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 19B Dwarka,"14,417-21,496","17,956",5,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-19B-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 2 Dwarka,"13,043-17,172","15,108",11,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-2-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 22 Dwarka,"13,458-18,032","15,745",6,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-22-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 23 Dwarka,"13,033-17,682","15,357",12,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-23-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 4 Dwarka,"13,242-17,856","15,549",5,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-4-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 5 Dwarka,"12,514-17,256","14,885",7,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-5-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 6 Dwarka,"13,249-17,970","15,610",6,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-6-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 7 Dwarka,"12,896-17,184","15,040",6,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-7-Dwarka-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector 9 Rohini,"13,120-20,164","16,642",3,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-9-Rohini-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector B Vasant Kunj,"17,472-27,216","22,344",0.4,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-B-Vasant-Kunj-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sector D Vasant Kunj,"17,844-26,683","22,264",1,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-D-Vasant-Kunj-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Shahdara,"5,010-8,140","6,575",6,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Shahdara-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Shivaji Marg,"10,415-17,281","13,848",23,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Shivaji-Marg-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sri Aurobindo Marg,"18,643-24,099","21,371",5,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sri-Aurobindo-Marg-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Sultanpur Mandi Road,"3,823-6,449","5,136",16,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sultanpur-Mandi-Road-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Uttam Nagar,"3,776-6,566","5,171",1,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Uttam-Nagar-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Vasant Kunj,"17,733-26,892","22,312",1,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Vasant-Kunj-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Vasant Kunj Road,"17,073-26,406","21,739",0.3,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Vasant-Kunj-Road-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Vasundhara Enclave,"11,035-16,203","13,619",9,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Vasundhara-Enclave-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Vikaspuri,"8,629-13,778","11,204",4,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Vikaspuri-in-New-Delhi
New Delhi,Residential,Multistorey Apartment,Vipin Garden,"4,544-7,179","5,861",2,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Vipin-Garden-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Anand Lok,"34,920-53,951","44,436",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Anand-Lok-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Anand Niketan,"33,526-56,673","45,100",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Anand-Niketan-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Anand Vihar,"14,729-23,377","19,053",2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Anand-Vihar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Ashok Vihar,"13,056-24,231","18,643",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Ashok-Vihar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Bindapur Matiala Road,"3,806-5,686","4,746",-,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Bindapur-Matiala-Road-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Block E Greater Kailash 2,"23,736-37,180","30,458",8,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Block-E-Greater-Kailash-2-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Burari,"3,060-4,923","3,991",0.3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Burari-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Chattarpur,"4,580-7,728","6,154",2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Chattarpur-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Chattarpur Enclave,"4,695-7,947","6,321",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Chattarpur-Enclave-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Chittaranjan Park,"20,259-32,508","26,384",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Chittaranjan-Park-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,CR Park Main Road,"19,996-32,301","26,148",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-CR-Park-Main-Road-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Dashrathpuri Metro Road,"4,458-7,788","6,123",7,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Dashrathpuri-Metro-Road-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Defence Colony,"30,292-49,021","39,656",2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Defence-Colony-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Dilshad Garden,"5,505-8,701","7,103",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Dilshad-Garden-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Dwarka,"7,874-14,404","11,139",0.5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Dwarka-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Dwarka Mor,"4,010-6,605","5,308",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Dwarka-Mor-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,East Of Kailash,"20,599-33,214","26,906",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-East-Of-Kailash-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Gaushala Road,"5,132-8,138","6,635",9,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Gaushala-Road-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Geetanjali Enclave Malviya Nagar,"24,746-39,889","32,317",13,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Geetanjali-Enclave-Malviya-Nagar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Govindpuri,"4,715-7,260","5,988",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Govindpuri-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Greater Kailash,"23,534-37,206","30,370",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Greater-Kailash-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Greater Kailash 1,"24,416-37,569","30,992",0.2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Greater-Kailash-1-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Greater Kailash 2,"23,526-37,452","30,489",2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Greater-Kailash-2-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Greater Kailash Enclave 1,"22,435-38,074","30,255",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Greater-Kailash-Enclave-1-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Greater Kailash Part 3,"22,842-35,452","29,147",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Greater-Kailash-Part-3-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Green Park,"25,319-39,016","32,168",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Green-Park-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Green Park Extension,"25,352-37,425","31,388",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Green-Park-Extension-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Gujranwala Town,"17,089-26,215","21,652",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Gujranwala-Town-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Gulmohar Park,"33,544-53,936","43,740",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Gulmohar-Park-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Hari Nagar,"6,791-11,751","9,271",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Hari-Nagar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Hauz Khas,"26,716-42,584","34,650",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Hauz-Khas-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Hauz Khas Enclave,"28,194-47,829","38,011",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Hauz-Khas-Enclave-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,IGNOU Main Road,"4,456-7,684","6,070",11,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-IGNOU-Main-Road-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,ITI Jail Road,"6,769-12,001","9,385",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-ITI-Jail-Road-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Jagriti Enclave,"15,334-24,274","19,804",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Jagriti-Enclave-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Janakpuri,"15,319-25,652","20,485",2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Janakpuri-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Jangpura,"21,701-34,095","27,898",0.4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Jangpura-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Jangpura Extension,"20,616-34,078","27,347",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Jangpura-Extension-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Jor Bagh,"54,481-89,704","72,093",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Jor-Bagh-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Kailash Colony,"19,522-32,566","26,044",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Kailash-Colony-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Kailash hills,"19,171-29,334","24,252",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Kailash-hills-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Kakrola,"7,107-13,252","10,180",24,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Kakrola-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Kalkaji,"17,778-29,662","23,720",23,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Kalkaji-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Karkardooma,"15,715-24,155","19,935",0.2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Karkardooma-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Krishna Nagar,"6,298-11,398","8,848",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Krishna-Nagar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Lajpat Nagar,"15,300-28,434","21,867",0.2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Lajpat-Nagar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Lajpat Nagar 1,"15,783-26,345","21,064",9,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Lajpat-Nagar-1-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Lajpat Nagar 3,"25,313-38,706","32,010",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Lajpat-Nagar-3-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Lajpat Nagar 4,"15,320-25,798","20,559",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Lajpat-Nagar-4-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Laxmi Nagar,"5,341-9,480","7,410",10,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Laxmi-Nagar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Mahavir Enclave,"4,992-9,154","7,073",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Mahavir-Enclave-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Mahavir Enclave Part 1,"5,575-9,570","7,573",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Mahavir-Enclave-Part-1-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Main Chhatarpur Road,"4,611-7,827","6,219",-,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Main-Chhatarpur-Road-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Malviya Nagar,"18,930-32,275","25,603",9,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Malviya-Nagar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Mandi Road,"4,487-7,555","6,021",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Mandi-Road-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Matiala Road,"3,498-6,017","4,758",8,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Matiala-Road-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Mehrauli,"3,325-5,289","4,307",0.4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Mehrauli-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Model Town,"11,700-21,458","16,579",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Model-Town-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Mohan Garden Razapur Khurd,"3,627-6,074","4,850",-,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Mohan-Garden-Razapur-Khurd-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Moti Bagh,"33,970-57,964","45,967",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Moti-Bagh-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Mukherjee Nagar,"8,682-13,519","11,100",-,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Mukherjee-Nagar-in-New-Delhi
